NCSU Score,Opp Score,Order Scheduled,Count,Date,Opponent,Location,Field Name,Result,DELIM
26,6,1377,3,11/11/2023,Wake Forest,NC - Winston-Salem,Allegacy Federal Credit Union Stadium,W,;
26,7,615,1,10/1/1960,Virginia,NC - Raleigh,Riddick Field,W,;
26,13,169,1,10/22/1914,West Virginia,NC - Raleigh,Riddick Field,W,:
26,13,518,2,9/8/1951,Camp LeJeune,NC - Jacksonville,Varsity Field,W,;
26,14,387,1,11/6/1937,Citadel,NC - Raleigh,Riddick Field,W,:
26,14,595,2,10/4/1958,Virginia,VA - Charlottesville,Scott Stadium,W,;
26,17,1075,1,9/22/2001,Southern Methodist,TX - Dallas,Gerald J. Ford Stadium,W,;
26,19,282,1,11/11/1926,Duke,NC - Raleigh,Riddick Field,W,;
26,27,873,1,11/10/1983,Duke,NC - Durham,Wallace Wade Stadium,L,;
26,28,1312,1,11/21/2019,Georgia Tech,GA - Atlanta,Bobby Dodd Stadium,L,;
26,30,922,1,9/24/1988,Maryland,MD - College Park,SECU Stadium,L,;
26,34,570,1,11/12/1955,Virginia Tech,WV - Bluefield,Mitchell Stadium,L,;
26,35,941,1,11/11/1989,Duke,NC - Durham,Wallace Wade Stadium,L,;
26,47,1056,1,10/16/1999,Virginia,NC - Raleigh,Carter-Finley Stadium,L,;
27,0,375,1,10/17/1936,Furman,NC - Raleigh,Riddick Field,W,:
27,0,777,2,10/4/1975,Indiana,NC - Raleigh,Carter-Finley Stadium,W,;
27,3,642,1,11/22/1962,Wake Forest,NC - Winston-Salem,Bowman-Gray Stadium,W,:
27,3,903,2,10/25/1986,Clemson,NC - Raleigh,Carter-Finley Stadium,W,;
27,6,60,1,11/28/1901,Davidson,NC - Raleigh,Fair Grounds (Raleigh),W,;
27,7,179,1,11/6/1915,Gallaudet,NC - Raleigh,Riddick Field,W,:
27,7,450,2,9/23/1944,Milligan,NC - Raleigh,Riddick Field,W,:
27,7,475,3,11/16/1946,Virginia,NC - Raleigh,Riddick Field,W,:
27,7,545,4,10/10/1953,Davidson,NC - Raleigh,Riddick Field,W,:
27,7,1084,5,11/24/2001,Ohio,NC - Raleigh,Carter-Finley Stadium,W,;
27,10,1222,1,11/24/2012,Boston College,NC - Raleigh,Carter-Finley Stadium,W,;
27,13,832,1,9/20/1980,Virginia,VA - Charlottesville,Scott Stadium,W,;
27,14,505,1,11/12/1949,Wake Forest,NC - Raleigh,Riddick Field,W,:
27,14,1347,2,9/17/2022,Texas Tech,NC - Raleigh,Carter-Finley Stadium,W,;
27,17,934,1,9/16/1989,Wake Forest,NC - Winston-Salem,Allegacy Federal Credit Union Stadium,W,:
27,17,1168,2,11/8/2008,Duke,NC - Durham,Wallace Wade Stadium,W,;
27,19,809,1,9/16/1978,Syracuse,NC - Raleigh,Carter-Finley Stadium,W,;
27,20,972,1,9/26/1992,North Carolina,NC - Chapel Hill,Kenan Memorial Stadium,W,;
27,21,842,1,9/5/1981,Richmond,NC - Raleigh,Carter-Finley Stadium,W,:
27,21,1116,2,10/2/2004,Wake Forest,NC - Raleigh,Carter-Finley Stadium,W,:
27,21,1278,3,9/23/2017,Florida State,FL - Tallahassee,Doak Campbell Stadium,W,:
27,21,1335,4,9/25/2021,Clemson,NC - Raleigh,Carter-Finley Stadium,W,;
27,22,879,1,10/6/1984,Georgia Tech,GA - Atlanta,Bobby Dodd Stadium,W,;
27,24,1043,1,10/17/1998,Duke,NC - Raleigh,Carter-Finley Stadium,W,;
27,33,1191,1,10/16/2010,East Carolina,NC - Greenville,Dowdy-Ficklen Stadium,L,;
27,34,1066,1,10/7/2000,Clemson,SC - Clemson,Memorial Stadium (Clemson),L,:
27,34,1199,2,9/10/2011,Wake Forest,NC - Winston-Salem,Allegacy Federal Credit Union Stadium,L,;
27,44,1304,1,9/14/2019,West Virginia,WV - Morgantown,Milan Puskar Stadium,L,;
28,0,192,1,10/13/1917,Roanoke,NC - Raleigh,Riddick Field,W,;
28,3,140,1,11/19/1910,Wake Forest,NC - Wake Forest,Athletic Field (Wake Forest),W,;
28,6,534,1,10/11/1952,Davidson,NC - Raleigh,Riddick Field,W,:
28,6,1099,2,1/1/2003,Notre Dame,FL - Jacksonville,TIAA Bank Field,W,;
28,7,457,1,11/10/1944,Miami (FL),FL - Miami,Miami Orange Bowl,W,:
28,7,477,2,11/30/1946,Maryland,NC - Raleigh,Riddick Field,W,:
28,7,690,3,10/28/1967,Duke,NC - Raleigh,Carter-Finley Stadium,W,:
28,7,830,4,11/17/1979,Duke,NC - Durham,Wallace Wade Stadium,W,;
28,13,1339,1,10/30/2021,Louisville,NC - Raleigh,Carter-Finley Stadium,W,;
28,14,1204,1,10/22/2011,Virginia,VA - Charlottesville,Scott Stadium,W,:
28,14,1340,2,11/6/2021,Florida State,FL - Tallahassee,Doak Campbell Stadium,W,;
28,16,900,1,9/27/1986,Maryland,MD - College Park,SECU Stadium,W,;
28,20,673,1,11/20/1965,Iowa,IA - Iowa City,Kinnick Stadium,W,;
28,21,571,1,11/19/1955,William & Mary,NC - Raleigh,Riddick Field,W,:
28,21,781,2,11/1/1975,South Carolina,NC - Raleigh,Carter-Finley Stadium,W,:
28,21,960,3,10/5/1991,Georgia Tech,NC - Raleigh,Carter-Finley Stadium,W,:
28,21,1108,4,10/25/2003,Duke,NC - Durham,Wallace Wade Stadium,W,:
28,21,1186,5,9/11/2010,Central Florida,FL - Orlando,FBC Mortgage Stadium,W,:
28,21,1273,6,11/25/2016,North Carolina,NC - Chapel Hill,Kenan Memorial Stadium,W,;
28,22,764,1,9/28/1974,Syracuse,NY - Syracuse,JMA Wireless Dome,W,;
28,23,843,1,9/12/1981,Wake Forest,NC - Winston-Salem,Allegacy Federal Credit Union Stadium,W,:
28,23,931,2,12/31/1988,Iowa,GA - Atlanta,Atlanta-Fulton County Stadium,W,:
28,23,987,3,10/23/1993,Georgia Tech,NC - Raleigh,Carter-Finley Stadium,W,:
28,23,1293,4,10/6/2018,Boston College,NC - Raleigh,Carter-Finley Stadium,W,;
28,24,1004,1,1/1/1995,Mississippi State,GA - Atlanta,Georgia Dome,W,:
28,24,1192,2,10/28/2010,Florida State,NC - Raleigh,Carter-Finley Stadium,W,;
28,26,753,1,10/6/1973,North Carolina,NC - Raleigh,Carter-Finley Stadium,W,;
28,27,1184,1,11/28/2009,North Carolina,NC - Raleigh,Carter-Finley Stadium,W,;
28,30,828,1,11/3/1979,South Carolina,SC - Columbia,Williams-Brice Stadium,L,:
28,30,1015,2,11/24/1995,North Carolina,NC - Raleigh,Carter-Finley Stadium,L,;
28,33,612,1,12/5/1959,Maryland,MD - College Park,SECU Stadium,L,;
28,35,524,1,10/20/1951,William & Mary,NC - Raleigh,Riddick Field,L,:
28,35,883,2,11/3/1984,South Carolina,NC - Raleigh,Carter-Finley Stadium,L,:
28,35,1069,3,11/4/2000,Maryland,MD - College Park,SECU Stadium,L,:
28,35,1275,4,9/2/2017,South Carolina,NC - Charlotte,Bank of America Stadium,L,;
28,42,1234,1,11/23/2013,East Carolina,NC - Raleigh,Carter-Finley Stadium,L,;
28,49,1178,1,10/10/2009,Duke,NC - Raleigh,Carter-Finley Stadium,L,;
28,51,1261,1,12/30/2015,Mississippi State,NC - Charlotte,Bank of America Stadium,L,;
29,0,95,1,10/26/1905,South Carolina,SC - Columbia,Fair Grounds (Columbia),W,;
29,5,67,1,10/31/1902,Guilford,NC - Raleigh,Fair Grounds (Raleigh),W,;
29,6,755,1,10/27/1973,Clemson,SC - Clemson,Memorial Stadium (Clemson),W,;
29,7,669,1,10/23/1965,Maryland,MD - College Park,SECU Stadium,W,;
29,12,994,1,9/10/1994,Clemson,SC - Clemson,Memorial Stadium (Clemson),W,;
29,13,808,1,9/9/1978,East Carolina,NC - Raleigh,Carter-Finley Stadium,W,;
29,14,613,1,9/17/1960,Virginia Tech,NC - Raleigh,Riddick Field,W,;
29,15,810,1,9/23/1978,West Virginia,NC - Raleigh,Carter-Finley Stadium,W,:
29,15,906,2,11/15/1986,Duke,NC - Raleigh,Carter-Finley Stadium,W,;
29,24,1155,1,10/27/2007,Virginia,NC - Raleigh,Carter-Finley Stadium,W,;
29,25,1195,1,11/20/2010,North Carolina,NC - Chapel Hill,Kenan Memorial Stadium,W,;
29,26,592,1,11/23/1957,South Carolina,SC - Columbia,Williams-Brice Stadium,W,;
29,35,757,1,11/10/1973,Penn State,PA - State College,Beaver Stadium,L,;
29,38,859,1,10/23/1982,Clemson,NC - Raleigh,Carter-Finley Stadium,L,;
29,50,1026,1,11/30/1996,East Carolina,NC - Charlotte,Bank of America Stadium,L,;
30,0,855,1,9/18/1982,Wake Forest,NC - Raleigh,Carter-Finley Stadium,W,;
30,3,958,1,9/21/1991,Wake Forest,NC - Winston-Salem,Allegacy Federal Credit Union Stadium,W,;
30,5,71,1,11/27/1902,Richmond,NC - Raleigh,Fair Grounds (Raleigh),W,;
30,7,288,1,10/13/1927,Wake Forest,NC - Raleigh,Riddick Field,W,;
30,8,691,1,11/4/1967,Virginia,VA - Charlottesville,Scott Stadium,W,;
30,17,819,1,12/23/1978,Pittsburgh,FL - Orlando,Camping World Stadium,W,:
30,17,1059,2,11/6/1999,Maryland,NC - Raleigh,Carter-Finley Stadium,W,;
30,19,1187,1,9/16/2010,Cincinnati,NC - Raleigh,Carter-Finley Stadium,W,;
30,20,1383,1,9/14/2024,Louisiana Tech,NC - Raleigh,Carter-Finley Stadium,W,;
30,21,1353,1,11/5/2022,Wake Forest,NC - Raleigh,Carter-Finley Stadium,W,;
30,23,1065,1,9/21/2000,Georgia Tech,NC - Raleigh,Carter-Finley Stadium,W,;
30,24,846,1,10/3/1981,Virginia,NC - Raleigh,Carter-Finley Stadium,W,:
30,24,1163,2,9/20/2008,East Carolina,NC - Raleigh,Carter-Finley Stadium,W,;
30,27,1003,1,11/25/1994,Virginia,VA - Charlottesville,Scott Stadium,W,:
30,27,1356,2,11/25/2022,North Carolina,NC - Chapel Hill,Kenan Memorial Stadium,W,;
30,28,915,1,10/24/1987,Clemson,SC - Clemson,Memorial Stadium (Clemson),W,;
30,29,1320,1,10/3/2020,Pittsburgh,PA - Pittsburgh,Heinz Field,W,;
30,31,1338,1,10/23/2021,Miami (FL),FL - Miami Gardens,Hard Rock Stadium,L,;
30,33,1040,1,9/19/1998,Baylor,TX - Waco,Floyd Casey Stadium,L,:
30,33,1263,2,9/10/2016,East Carolina,NC - Greenville,Dowdy-Ficklen Stadium,L,;
30,34,876,1,9/15/1984,Furman,NC - Raleigh,Carter-Finley Stadium,L,:
30,34,1386,2,10/5/2024,Wake Forest,NC - Raleigh,Carter-Finley Stadium,L,;
30,41,1189,1,10/2/2010,Virginia Tech,NC - Raleigh,Carter-Finley Stadium,L,;
31,0,527,1,11/10/1951,Davidson,NC - Charlotte,American Legion Memorial Stadium,W,:
31,0,710,2,10/18/1969,Virginia,VA - Charlottesville,Scott Stadium,W,;
31,7,977,1,11/7/1992,Virginia,VA - Charlottesville,Scott Stadium,W,:
31,7,1213,2,9/15/2012,South Alabama,NC - Raleigh,Carter-Finley Stadium,W,;
31,9,688,1,10/14/1967,Maryland,MD - College Park,SECU Stadium,W,;
31,10,763,1,9/21/1974,Clemson,NC - Raleigh,Carter-Finley Stadium,W,:
31,10,844,2,9/19/1981,East Carolina,NC - Raleigh,Carter-Finley Stadium,W,;
31,11,701,1,10/26/1968,Maryland,NC - Raleigh,Carter-Finley Stadium,W,;
31,18,760,1,12/17/1973,Kansas,TN - Memphis,Memphis Memorial Stadium,W,:
31,18,907,2,11/22/1986,Western Carolina,NC - Raleigh,Carter-Finley Stadium,W,;
31,20,1323,1,10/17/2020,Duke,NC - Raleigh,Carter-Finley Stadium,W,;
31,22,878,1,9/29/1984,East Carolina,NC - Raleigh,Carter-Finley Stadium,W,;
31,23,736,1,11/20/1971,Clemson,SC - Clemson,Memorial Stadium (Clemson),W,;
31,24,1036,1,11/15/1997,Virginia,NC - Raleigh,Carter-Finley Stadium,W,:
31,24,1057,2,10/23/1999,Duke,NC - Durham,Wallace Wade Stadium,W,:
31,24,1106,3,10/11/2003,Connecticut,NC - Raleigh,Carter-Finley Stadium,W,:
31,24,1210,4,12/27/2011,Louisville,NC - Charlotte,Bank of America Stadium,W,;
31,27,821,1,9/15/1979,Virginia,NC - Raleigh,Carter-Finley Stadium,W,:
31,27,955,2,12/28/1990,Southern Mississippi,AL - Birmingham,Legion Field,W,:
31,27,1157,3,11/10/2007,North Carolina,NC - Raleigh,Carter-Finley Stadium,W,;
31,31,772,1,12/23/1974,Houston,TX - Houston,Astrodome,T,:
31,31,788,2,9/25/1976,Michigan State,NC - Raleigh,Carter-Finley Stadium,T,;
31,34,919,1,11/21/1987,Virginia,NC - Raleigh,Carter-Finley Stadium,L,;
31,38,1165,1,10/4/2008,Boston College,NC - Raleigh,Carter-Finley Stadium,L,:
31,38,1196,2,11/27/2010,Maryland,MD - College Park,SECU Stadium,L,:
31,38,1283,3,11/4/2017,Clemson,NC - Raleigh,Carter-Finley Stadium,L,;
31,44,824,1,10/6/1979,Auburn,AL - Auburn,Jordan-Hare Stadium,L,;
31,45,1119,1,10/23/2004,Miami (FL),NC - Raleigh,Carter-Finley Stadium,L,;
32,0,244,1,11/25/1922,Wake Forest,NC - Wake Forest,Gore Field,W,;
32,13,1089,1,9/14/2002,Wake Forest,NC - Raleigh,Carter-Finley Stadium,W,;
32,14,1072,1,11/25/2000,Wake Forest,NC - Raleigh,Carter-Finley Stadium,W,;
32,31,965,1,11/16/1991,Duke,NC - Durham,Wallace Wade Stadium,W,:
32,31,1027,2,8/30/1997,Syracuse,NY - Syracuse,JMA Wireless Dome,W,;
33,0,75,1,10/19/1903,Danville Military Institute,VA - Danville,Athletic Park (Danville),W,:
33,0,130,2,10/30/1909,Maryland,NC - Raleigh,Riddick Field,W,;
33,3,860,1,10/30/1982,South Carolina,NC - Raleigh,Carter-Finley Stadium,W,;
33,7,568,1,10/29/1955,Furman,SC - Greenville,Sirrine Stadium,W,:
33,7,679,2,10/22/1966,Duke,NC - Durham,Wallace Wade Stadium,W,:
33,7,872,3,11/5/1983,Appalachian State,NC - Raleigh,Carter-Finley Stadium,W,:
33,7,1337,4,10/16/2021,Boston College,MA - Chestnut Hill,Alumni Stadium (Boston College),W,;
33,15,761,1,9/7/1974,Wake Forest,NC - Winston-Salem,Allegacy Federal Credit Union Stadium,W,;
33,16,1005,1,8/31/1995,Marshall,NC - Raleigh,Carter-Finley Stadium,W,:
33,16,1265,2,10/1/2016,Wake Forest,NC - Raleigh,Carter-Finley Stadium,W,;
33,21,1286,1,11/25/2017,North Carolina,NC - Raleigh,Carter-Finley Stadium,W,;
33,25,1279,1,9/30/2017,Syracuse,NC - Raleigh,Carter-Finley Stadium,W,;
33,26,854,1,9/11/1982,East Carolina,NC - Raleigh,Carter-Finley Stadium,W,;
33,34,739,1,9/23/1972,North Carolina,NC - Chapel Hill,Kenan Memorial Stadium,L,;
34,0,59,1,11/22/1901,Guilford,NC - Raleigh,Fair Grounds (Raleigh),W,:
34,0,293,2,11/24/1927,South Carolina,SC - Columbia,Melton Field,W,:
34,0,412,3,9/28/1940,Davidson,NC - Raleigh,Riddick Field,W,:
34,0,519,4,9/15/1951,Catawba,NC - Raleigh,Riddick Field,W,:
34,0,1087,5,8/31/2002,East Tennessee State,NC - Raleigh,Carter-Finley Stadium,W,;
34,3,998,1,10/15/1994,Wake Forest,NC - Raleigh,Carter-Finley Stadium,W,;
34,6,513,1,10/28/1950,Virginia Tech,NC - Raleigh,Riddick Field,W,:
34,6,1302,2,8/31/2019,East Carolina,NC - Raleigh,Carter-Finley Stadium,W,;
34,7,813,1,10/21/1978,North Carolina,NC - Chapel Hill,Kenan Memorial Stadium,W,;
34,8,1019,1,10/5/1996,Maryland,MD - College Park,SECU Stadium,W,;
34,10,811,1,9/30/1978,Wake Forest,NC - Winston-Salem,Allegacy Federal Credit Union Stadium,W,;
34,13,567,1,10/22/1955,Villanova,PA - Bryn Mawr,Villanova Stadium,W,;
34,14,1086,1,8/24/2002,New Mexico,NC - Raleigh,Carter-Finley Stadium,W,;
34,16,982,1,9/11/1993,Wake Forest,NC - Winston-Salem,Allegacy Federal Credit Union Stadium,W,;
34,17,1092,1,10/12/2002,North Carolina,NC - Chapel Hill,Kenan Memorial Stadium,W,;
34,20,820,1,9/8/1979,East Carolina,NC - Raleigh,Carter-Finley Stadium,W,:
34,20,1154,2,10/20/2007,East Carolina,NC - Greenville,Dowdy-Ficklen Stadium,W,;
34,23,1305,1,9/21/2019,Ball State,NC - Raleigh,Carter-Finley Stadium,W,;
34,24,1161,1,9/6/2008,William & Mary,NC - Raleigh,Carter-Finley Stadium,W,;
34,27,1248,1,12/26/2014,Central Florida,FL - St. Petersburg,Tropicana Field,W,:
34,27,1336,2,10/2/2021,Louisiana Tech,NC - Raleigh,Carter-Finley Stadium,W,;
34,28,1082,1,11/10/2001,Florida State,FL - Tallahassee,Doak Campbell Stadium,W,:
34,28,1299,2,11/24/2018,North Carolina,NC - Chapel Hill,Kenan Memorial Stadium,W,;
34,29,988,1,10/30/1993,Virginia,NC - Raleigh,Carter-Finley Stadium,W,;
34,30,1343,1,11/26/2021,North Carolina,NC - Raleigh,Carter-Finley Stadium,W,;
34,31,1038,1,9/3/1998,Ohio,NC - Raleigh,Carter-Finley Stadium,W,;
34,35,882,1,10/27/1984,Clemson,NC - Raleigh,Carter-Finley Stadium,L,;
34,37,967,1,1/1/1992,East Carolina,GA - Atlanta,Atlanta-Fulton County Stadium,L,:
34,37,1048,2,11/28/1998,North Carolina,NC - Charlotte,Bank of America Stadium,L,;
34,45,1260,1,11/28/2015,North Carolina,NC - Raleigh,Carter-Finley Stadium,L,;
35,0,1250,1,9/12/2015,Eastern Kentucky,NC - Raleigh,Carter-Finley Stadium,W,;
35,7,1247,1,11/29/2014,North Carolina,NC - Chapel Hill,Kenan Memorial Stadium,W,;
35,10,969,1,9/5/1992,Appalachian State,NC - Raleigh,Carter-Finley Stadium,W,;
35,13,1200,1,9/17/2011,South Alabama,NC - Raleigh,Carter-Finley Stadium,W,;
35,14,745,1,11/4/1972,Virginia,VA - Charlottesville,Scott Stadium,W,:
35,14,771,2,11/16/1974,Arizona State,AZ - Tempe,Sun Devil Stadium,W,:
35,14,937,3,10/7/1989,Middle Tennessee,NC - Raleigh,Carter-Finley Stadium,W,:
35,14,1074,4,9/6/2001,Indiana,NC - Raleigh,Carter-Finley Stadium,W,;
35,17,1255,1,10/24/2015,Wake Forest,NC - Winston-Salem,Allegacy Federal Credit Union Stadium,W,:
35,17,1281,2,10/14/2017,Pittsburgh,PA - Pittsburgh,Heinz Field,W,;
35,20,1271,1,11/12/2016,Syracuse,NY - Syracuse,JMA Wireless Dome,W,;
35,21,762,1,9/14/1974,Duke,NC - Raleigh,Carter-Finley Stadium,W,:
35,21,1047,2,11/21/1998,Maryland,MD - College Park,SECU Stadium,W,:
35,21,1292,3,9/29/2018,Virginia,NC - Raleigh,Carter-Finley Stadium,W,;
35,28,1378,1,11/18/2023,Virginia Tech,VA - Blacksburg,Lane Stadium,W,;
35,31,1055,1,10/9/1999,Clemson,NC - Raleigh,Carter-Finley Stadium,W,:
35,31,1070,2,11/11/2000,Duke,NC - Raleigh,Carter-Finley Stadium,W,;
35,34,902,1,10/18/1986,North Carolina,NC - Chapel Hill,Kenan Memorial Stadium,W,;
35,43,1218,1,10/27/2012,North Carolina,NC - Chapel Hill,Kenan Memorial Stadium,L,;
35,45,1202,1,10/1/2011,Georgia Tech,NC - Raleigh,Carter-Finley Stadium,L,;
35,48,1034,1,11/1/1997,Florida State,FL - Tallahassee,Doak Campbell Stadium,L,;
35,59,1384,1,9/21/2024,Clemson,SC - Clemson,Memorial Stadium (Clemson),L,;
36,6,214,1,11/8/1919,Davidson,NC - Charlotte,Wearn Field,W,;
36,12,699,1,10/12/1968,South Carolina,NC - Raleigh,Carter-Finley Stadium,W,;
36,14,643,1,9/21/1963,Maryland,MD - College Park,SECU Stadium,W,:
36,14,841,2,11/22/1980,East Carolina,NC - Raleigh,Carter-Finley Stadium,W,;
36,29,1329,1,11/28/2020,Syracuse,NY - Syracuse,JMA Wireless Dome,W,;
36,34,985,1,10/9/1993,Texas Tech,TX - Lubbock,Jones Stadium,W,;
37,0,161,1,11/1/1913,Wake Forest,NC - Raleigh,Riddick Field,W,:
37,0,298,2,10/18/1928,Wake Forest,NC - Raleigh,Riddick Field,W,:
37,0,315,3,9/20/1930,High Point,NC - Raleigh,Riddick Field,W,;
37,6,476,1,11/23/1946,Florida,FL - Tampa,Phillips Field,W,:
37,6,1220,2,11/10/2012,Wake Forest,NC - Raleigh,Carter-Finley Stadium,W,;
37,13,1208,1,11/19/2011,Clemson,NC - Raleigh,Carter-Finley Stadium,W,;
37,20,1276,1,9/9/2017,Marshall,NC - Raleigh,Carter-Finley Stadium,W,:
37,20,1291,2,9/22/2018,Marshall,WV - Huntington,Joan C. Edwards Stadium,W,;
37,22,1025,1,11/23/1996,Wake Forest,NC - Raleigh,Carter-Finley Stadium,W,;
37,24,1037,1,11/22/1997,East Carolina,NC - Raleigh,Carter-Finley Stadium,W,;
37,32,806,1,11/12/1977,Duke,NC - Durham,Wallace Wade Stadium,W,;
37,44,1215,1,9/29/2012,Miami (FL),FL - Miami Gardens,Hard Rock Stadium,L,;
37,45,1078,1,10/13/2001,Clemson,NC - Raleigh,Carter-Finley Stadium,L,;
38,0,334,1,9/24/1932,Appalachian State,NC - Raleigh,Riddick Field,W,:
38,0,798,2,9/17/1977,Syracuse,NY - Syracuse,JMA Wireless Dome,W,;
38,3,1194,1,11/13/2010,Wake Forest,NC - Raleigh,Carter-Finley Stadium,W,;
38,6,696,1,9/21/1968,North Carolina,NC - Chapel Hill,Kenan Memorial Stadium,W,:
38,6,1094,2,10/24/2002,Clemson,SC - Clemson,Memorial Stadium (Clemson),W,;
38,9,1052,1,9/11/1999,William & Mary,NC - Raleigh,Carter-Finley Stadium,W,;
38,10,897,1,9/6/1986,East Carolina,NC - Raleigh,Carter-Finley Stadium,W,;
38,13,995,1,9/24/1994,Western Carolina,NC - Raleigh,Carter-Finley Stadium,W,;
38,14,631,1,11/18/1961,South Carolina,NC - Raleigh,Riddick Field,W,:
38,14,822,2,9/22/1979,West Virginia,WV - Morgantown,Mountaineer Field,W,:
38,14,1251,3,9/19/2015,Old Dominion,VA - Norfolk,S.B. Ballard Stadium,W,;
38,15,867,1,10/1/1983,Wake Forest,NC - Winston-Salem,Allegacy Federal Credit Union Stadium,W,;
38,16,743,1,10/21/1972,East Carolina,NC - Raleigh,Carter-Finley Stadium,W,;
38,17,1041,1,10/1/1998,Syracuse,NC - Raleigh,Carter-Finley Stadium,W,:
38,17,1150,2,9/15/2007,Wofford,NC - Raleigh,Carter-Finley Stadium,W,;
38,20,1067,1,10/14/2000,North Carolina,NC - Chapel Hill,Kenan Memorial Stadium,W,;
38,21,792,1,10/23/1976,Clemson,NC - Raleigh,Carter-Finley Stadium,W,:
38,21,840,2,11/15/1980,Duke,NC - Raleigh,Carter-Finley Stadium,W,:
38,21,963,3,11/2/1991,South Carolina,SC - Columbia,Williams-Brice Stadium,W,:
38,21,1321,4,10/10/2020,Virginia,VA - Charlottesville,Scott Stadium,W,:
38,21,1381,5,8/29/2024,Western Carolina,NC - Raleigh,Carter-Finley Stadium,W,;
38,22,1327,1,11/14/2020,Florida State,NC - Raleigh,Carter-Finley Stadium,W,;
38,24,1203,1,10/8/2011,Central Michigan,NC - Raleigh,Carter-Finley Stadium,W,;
38,27,1046,1,11/7/1998,Wake Forest,NC - Raleigh,Carter-Finley Stadium,W,;
38,28,933,1,9/9/1989,Georgia Tech,NC - Raleigh,Carter-Finley Stadium,W,:
38,28,1171,2,11/29/2008,Miami (FL),NC - Raleigh,Carter-Finley Stadium,W,;
38,29,952,1,10/27/1990,South Carolina,NC - Raleigh,Carter-Finley Stadium,W,;
38,30,1073,1,12/28/2000,Minnesota,FL - Miami Gardens,Hard Rock Stadium,W,;
38,31,1062,1,9/2/2000,Arkansas State,NC - Raleigh,Carter-Finley Stadium,W,:
38,31,1176,2,9/26/2009,Pittsburgh,NC - Raleigh,Carter-Finley Stadium,W,:
38,31,1181,3,11/7/2009,Maryland,NC - Raleigh,Carter-Finley Stadium,W,;
38,44,1102,1,9/13/2003,Ohio State,OH - Columbus,Ohio Stadium,L,;
39,0,99,1,10/1/1906,Randolph-Macon,NC - Raleigh,Fair Grounds (Raleigh),W,:
39,0,127,2,10/2/1909,Maryville,NC - Raleigh,Riddick Field,W,:
39,0,285,3,9/23/1927,Elon,NC - Raleigh,Riddick Field,W,:
39,0,458,4,11/18/1944,Richmond,NC - Raleigh,Riddick Field,W,;
39,20,1379,1,11/25/2023,North Carolina,NC - Raleigh,Carter-Finley Stadium,W,;
39,25,1280,1,10/5/2017,Louisville,NC - Raleigh,Carter-Finley Stadium,W,;
40,0,490,1,10/9/1948,Davidson,NC - Raleigh,Riddick Field,W,;
40,6,935,1,9/23/1989,North Carolina,NC - Raleigh,Carter-Finley Stadium,W,;
40,13,569,1,11/5/1955,Boston University,MA - Boston,Boston University Field,W,;
40,14,1224,1,8/31/2013,Louisiana Tech,NC - Raleigh,Carter-Finley Stadium,W,;
41,0,1064,1,9/16/2000,Southern Methodist,NC - Raleigh,Carter-Finley Stadium,W,:
41,0,1303,2,9/7/2019,Western Carolina,NC - Raleigh,Carter-Finley Stadium,W,;
41,7,1289,1,9/8/2018,Georgia State,NC - Raleigh,Carter-Finley Stadium,W,;
41,10,1170,1,11/22/2008,North Carolina,NC - Chapel Hill,Kenan Memorial Stadium,W,:
41,10,1348,2,9/24/2022,Connecticut,NC - Raleigh,Carter-Finley Stadium,W,;
41,14,799,1,9/24/1977,Wake Forest,NC - Raleigh,Carter-Finley Stadium,W,:
41,14,1030,2,9/20/1997,Northern Illinois,NC - Raleigh,Carter-Finley Stadium,W,;
41,17,1274,1,12/26/2016,Vanderbilt,LA - Shreveport,Independence Stadium,W,:
41,17,1342,2,11/20/2021,Syracuse,NC - Raleigh,Carter-Finley Stadium,W,;
41,38,1011,1,10/21/1995,Duke,NC - Durham,Wallace Wade Stadium,W,:
41,38,1063,2,9/9/2000,Indiana,IN - Bloomington,Memorial Stadium (Indiana),W,;
41,44,1325,1,11/6/2020,Miami (FL),NC - Raleigh,Carter-Finley Stadium,L,;
41,51,1295,1,10/27/2018,Syracuse,NY - Syracuse,JMA Wireless Dome,L,;
41,56,1240,1,9/27/2014,Florida State,NC - Raleigh,Carter-Finley Stadium,L,:
41,56,1256,2,10/31/2015,Clemson,NC - Raleigh,Carter-Finley Stadium,L,;
42,0,652,1,11/22/1963,Wake Forest,NC - Raleigh,Riddick Field,W,:
42,0,831,2,9/6/1980,William & Mary,NC - Raleigh,Carter-Finley Stadium,W,:
42,0,1113,3,9/4/2004,Richmond,NC - Raleigh,Carter-Finley Stadium,W,:
42,0,1239,4,9/20/2014,Presbyterian,NC - Raleigh,Carter-Finley Stadium,W,;
42,13,742,1,10/14/1972,Wake Forest,NC - Winston-Salem,Allegacy Federal Credit Union Stadium,W,:
42,13,1246,2,11/15/2014,Wake Forest,NC - Raleigh,Carter-Finley Stadium,W,;
42,14,912,1,9/26/1987,Maryland,NC - Raleigh,Carter-Finley Stadium,W,:
42,14,979,2,11/21/1992,Wake Forest,NC - Raleigh,Carter-Finley Stadium,W,;
42,17,747,1,11/18/1972,Clemson,NC - Raleigh,Carter-Finley Stadium,W,;
42,21,680,1,10/29/1966,Virginia,NC - Raleigh,Carter-Finley Stadium,W,;
42,22,936,1,9/30/1989,Kent State,NC - Raleigh,Carter-Finley Stadium,W,;
